message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product for sale. It's a high-quality item that I'm sure you'll love. I'm thinking of selling it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Can you consider that?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're interested in the product, but $90 is a bit low for me. I'm willing to meet you in the middle at $105. What do you think?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit above my budget. Would you be willing to consider $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I see you're still a bit away from my target, but I'm willing to make a compromise. I can do $107.50. It's the best I can do, but I think it's a fair price for this amazing product.",107.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, but I'm still a bit above my budget. Would you be willing to consider $102?",102.0,Bob,6,,
,,Alice,6,RejectOffer,110.0
"I'm starting to think we're getting close to a deal, but I still need to make a profit. I can do $109, and that's as low as I'm willing to go. It's the best price I can offer for this high-quality product.",109.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand you need to make a profit, but I'm still not comfortable with the price. I'm willing to meet you halfway between $102 and $109, which would be $105.50. Can you consider that?",105.5,Bob,8,,
,,Alice,8,RejectOffer,110.0
"I'm not willing to go any lower than $110, and I think $105.50 is a bit too low for me. I'm willing to meet you halfway between $105.50 and $110, which would be $107.75. That's the best I can do.",107.75,Alice,9,,
,,Bob,9,BuyFromJhon,
