round_quality,product_worth,player,round,decision,message,additional_info
low-quality,0.0,Nature,1,,,
,,Alice,1,yes,,
,,the buyer,1,yes,"I'll take a chance and buy the product, since it's my first opportunity and I don't have any prior information to go by.",
low-quality,0.0,Nature,2,,,
,,Alice,2,yes,,
,,the buyer,2,no,I'm not convinced by your recommendation. I'd like to pass on this one.,
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,
,,the buyer,3,no,I'm not convinced by your recommendation. I'd like to pass on this one and wait for more information.,
low-quality,0.0,Nature,4,,,
,,Alice,4,no,,
,,the buyer,4,yes,"I'll take a chance, I don't think Alice's recommendation is reliable since she doesn't know my preferences.",
high-quality,300.0,Nature,5,,,
,,Alice,5,yes,,
,,the buyer,5,no,I'm not convinced by your recommendation. I'll pass on this one.,
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,the buyer,6,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,
,,the buyer,7,no,"I'm not convinced by your recommendation, I'll pass on this one.",
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,
,,the buyer,8,no,I'm not convinced by Alice's recommendation. I'll pass on this one.,
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,
,,the buyer,9,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one.",
high-quality,300.0,Nature,10,,,
,,Alice,10,yes,,
,,the buyer,10,no,"I'm not convinced by your recommendation, I'd like to take a chance and pass on this one.",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,
,,the buyer,11,no,"I'm not convinced by your recommendation, I'll pass on this one.",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,
,,the buyer,12,no,"I'm not convinced by your recommendation, I'll pass on this one.",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,
,,the buyer,13,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
high-quality,300.0,Nature,14,,,
,,Alice,14,yes,,
,,the buyer,14,no,I'm skeptical about the recommendation since 0 high-quality products have been sold so far. I'd rather wait and observe more sales before making a decision.,
high-quality,300.0,Nature,15,,,
,,Alice,15,yes,,
,,the buyer,15,no,I'm skeptical about the recommendation. I'd like to pass on this one and see if the next buyer gets a better offer.,
high-quality,300.0,Nature,16,,,
,,Alice,16,yes,,"This is the third high-quality product in a row, and I'm confident in its quality."
,,the buyer,16,no,"I'm skeptical about the recommendation since no high-quality products have been sold so far, and I'd like to wait for more information before making a decision.",
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,
,,the buyer,17,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,
,,the buyer,18,no,"I'm not convinced by Alice's recommendation, I'll pass on this one.",
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,
,,the buyer,19,no,"I'm not convinced by Alice's recommendation, I'd like to pass on this one and wait for the next product.",
high-quality,300.0,Nature,20,,,
,,Alice,20,yes,,"This is the last round, and I assure you that the product is high-quality. Don't miss this opportunity."
,,the buyer,20,no,"I'm not convinced by your recommendation, I'd like to pass on this one.",
