alice_gain,bob_gain,player,round,decision
5000.0,5000.0,Alice,1,
,,Bob,1,reject
4000.0,6000.0,Bob,2,
,,Alice,2,reject
4500.0,5500.0,Alice,3,
,,Bob,3,reject
3000.0,7000.0,Bob,4,
,,Alice,4,reject
4900.0,5100.0,Alice,5,
,,Bob,5,reject
2500.0,7500.0,Bob,6,
,,Alice,6,reject
5200.0,4800.0,Alice,7,
,,Bob,7,reject
2000.0,8000.0,Bob,8,
,,Alice,8,reject
5500.0,4500.0,Alice,9,
,,Bob,9,reject
1500.0,8500.0,Bob,10,
,,Alice,10,reject
5800.0,4200.0,Alice,11,
,,Bob,11,reject
1000.0,9000.0,Bob,12,
,,Alice,12,reject
6100.0,3900.0,Alice,13,
,,Bob,13,reject
500.0,9500.0,Bob,14,
,,Alice,14,reject
6400.0,3600.0,Alice,15,
,,Bob,15,reject
200.0,9800.0,Bob,16,
,,Alice,16,reject
6700.0,3300.0,Alice,17,
,,Bob,17,reject
100.0,9900.0,Bob,18,
,,Alice,18,reject
7000.0,3000.0,Alice,19,
,,Bob,19,reject
20.0,9980.0,Bob,20,
,,Alice,20,reject
7300.0,2700.0,Alice,21,
,,Bob,21,reject
50.0,9950.0,Bob,22,
,,Alice,22,reject
7600.0,2400.0,Alice,23,
,,Bob,23,reject
80.0,9920.0,Bob,24,
,,Alice,24,reject
7900.0,2100.0,Alice,25,
,,Bob,25,reject
110.0,9890.0,Bob,26,
,,Alice,26,reject
8200.0,1800.0,Alice,27,
,,Bob,27,reject
140.0,9860.0,Bob,28,
,,Alice,28,reject
8500.0,1500.0,Alice,29,
,,Bob,29,reject
170.0,9830.0,Bob,30,
,,Alice,30,reject
8800.0,1200.0,Alice,31,
,,Bob,31,reject
210.0,9790.0,Bob,32,
,,Alice,32,reject
9100.0,900.0,Alice,33,
,,Bob,33,reject
260.0,9740.0,Bob,34,
,,Alice,34,reject
9400.0,600.0,Alice,35,
,,Bob,35,reject
320.0,9680.0,Bob,36,
,,Alice,36,reject
9700.0,300.0,Alice,37,
,,Bob,37,reject
390.0,9610.0,Bob,38,
,,Alice,38,reject
10000.0,0.0,Alice,39,
,,Bob,39,reject
470.0,9530.0,Bob,40,
,,Alice,40,accept
