message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll really like. Would you like to make an offer or buy it from me for $140?",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but that's a bit high for me.  Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I can do a bit better than that, Bob. I'm willing to sell the product to you for $130. It's a great deal, and I think you'll really enjoy it!",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit, but I'm still a little ways off. How about $115?",115.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I can see you're serious about this product, Bob. I'm willing to meet you halfway. I'll sell it to you for $125. It's a fair price, and I think you'll be happy with the deal.",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thanks for meeting me halfway. It seems like we are getting closer. Would you consider $120? I think that is a fair offer.",120.0,Bob,6,,
,,Alice,6,SellToJhon,
