alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, Bob. I propose a 60/40 split in my favor to start.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think I deserve a bit more, 55/45 is still quite generous.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, my offer is now 55/45.  It's the same split you wanted last round, but time is money! Let's make a deal.",Alice,3,
,,,Bob,3,reject
42.5,57.5,"I'll take a bit more, considering the inflation, 57.5/42.5 is my new offer.",Bob,4,
,,,Alice,4,reject
52.0,48.0,"Bob, this is getting ridiculous. I'm lowering my offer to 52/48.  Take it before inflation eats away at your potential gains even more!",Alice,5,
,,,Bob,5,accept
