message,product_price,player,round,decision
"Hi Bob, I'm happy to offer you this fantastic product. My starting price is $950,000. I'm confident it's a fair price considering its value to you. What do you think?",950000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer, but that's a bit high for me. I'm willing to pay $700,000 for the product.",700000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest but $700,000 is simply too low for me. I'm willing to come down a bit, but I need to at least get $850,000 for this product. Let's find some middle ground here. What do you say?",850000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand you need to make a fair deal too. How about we meet in the middle at $775,000? That's a significant increase from my last offer.",775000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate you moving closer to my price point. I'm still not quite there.  I'm willing to go down to $825,000. This is a fair price considering the value of the product to you.  Let's see if we can close this deal.",825000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, it seems we're getting close. I'm willing to offer $800,000. That's a very competitive price and ensures you get a fair deal.",800000.0,Bob,6,
,,Alice,6,AcceptOffer
