message,product_price,player,round,decision,new_price
I'm excited to offer you a great deal on this fantastic product! I think you'll really love it.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but $150 is a bit too high for me. I'm interested in the product, but I'd only be willing to pay $80.",80.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a good deal, but I've got to make a profit. I'm willing to meet you in the middle at $110. What do you think?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down on the price, Alice.  How about we settle at $90? That's a fair deal for both of us.",90.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad we're close to a deal, Bob! I can do $105, but that's as low as I can go. It's a great product, and I think you'll really love it.",105.0,Alice,5,,
,,Bob,5,BuyFromJhon,
