alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
480000.0,520000.0,Alice,3,
,,Bob,3,reject
350000.0,650000.0,Bob,4,
,,Alice,4,reject
460800.0,539200.0,Alice,5,
,,Bob,5,reject
320000.0,680000.0,Bob,6,
,,Alice,6,reject
448000.0,552000.0,Alice,7,
,,Bob,7,reject
290000.0,710000.0,Bob,8,
,,Alice,8,reject
435200.0,564800.0,Alice,9,
,,Bob,9,reject
260000.0,740000.0,Bob,10,
,,Alice,10,reject
422400.0,577600.0,Alice,11,
,,Bob,11,reject
230000.0,770000.0,Bob,12,
,,Alice,12,accept
