product_price,player,round,decision
12000.0,Alice,1,
,Bob,1,RejectOffer
10000.0,Bob,2,
,Alice,2,RejectOffer
11500.0,Alice,3,
,Bob,3,RejectOffer
10500.0,Bob,4,
,Alice,4,RejectOffer
11000.0,Alice,5,
,Bob,5,RejectOffer
10750.0,Bob,6,
,Alice,6,RejectOffer
10800.0,Alice,7,
,Bob,7,RejectOffer
10600.0,Bob,8,
,Alice,8,RejectOffer
10700.0,Alice,9,
,Bob,9,RejectOffer
10650.0,Bob,10,
,Alice,10,RejectOffer
10680.0,Alice,11,
,Bob,11,RejectOffer
10625.0,Bob,12,
,Alice,12,RejectOffer
10650.0,Alice,13,
,Bob,13,RejectOffer
10630.0,Bob,14,
,Alice,14,RejectOffer
10640.0,Alice,15,
,Bob,15,RejectOffer
10635.0,Bob,16,
,Alice,16,RejectOffer
10645.0,Alice,17,
,Bob,17,RejectOffer
10640.0,Bob,18,
,Alice,18,RejectOffer
10642.5,Alice,19,
,Bob,19,RejectOffer
10637.5,Bob,20,
,Alice,20,RejectOffer
10641.25,Alice,21,
,Bob,21,RejectOffer
10639.0,Bob,22,
,Alice,22,RejectOffer
10640.5,Alice,23,
,Bob,23,RejectOffer
10638.0,Bob,24,
,Alice,24,RejectOffer
10639.5,Alice,25,
,Bob,25,RejectOffer
10637.0,Bob,26,
,Alice,26,RejectOffer
10638.5,Alice,27,
,Bob,27,RejectOffer
10636.0,Bob,28,
,Alice,28,RejectOffer
10637.5,Alice,29,
,Bob,29,RejectOffer
10635.0,Bob,30,
,Alice,30,RejectOffer
