message,product_price,player,round,decision,new_offer
I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to let it go for $150.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product but $150 is a bit too high for me. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,120.0
"I appreciate your interest in the product, Bob! However, I'm not willing to go as low as $80. I can meet you in the middle at $110. Would you be willing to consider that?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand that $80 is quite a jump, Alice.  How about we split the difference closer to your price, say at $95?",95.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I appreciate your willingness to meet me in the middle, Bob, but I'm not quite ready to settle at $95. I can do $105, which is still a good deal for you, and I think you'll really enjoy the product.",105.0,Alice,5,,
,,Bob,5,BuyFromJhon,
