message,product_price,player,round,decision,new_price
"Hello Bob, I have a great product that I think you'll really like. Would you like to buy it from me for $100?",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $60. Can you meet me in the middle?",60.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a deal, but I was thinking more along the lines of $90. It's a fair price considering the product's value to you, and it's still a good discount from the original $100 I mentioned.",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit hesitant about the price. Would you be willing to meet me at $75? I'm really interested in the product, but I need to stay within my budget.",75.0,Bob,4,,
,,Alice,4,RejectOffer,85.0
"I can see you're really interested in the product, and I'm willing to meet you halfway between $75 and $90. How about we meet at $82.50? It's a good compromise, and I think you'll find it's a fair price.",82.5,Alice,5,,
,,Bob,5,AcceptOffer,
