message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this amazing product at a special price. I think you'll love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer! I'm interested in the product, but the price is a bit high for me. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a good deal, Bob. I can do $130, but I'm not willing to go any lower than that. It's a great price, if you ask me!",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thanks for countering, Alice. $130 is closer, but still a bit more than I'd like to spend. How about $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I can see you're a tough negotiator, Bob! I'm willing to meet you in the middle, but I need to make a profit. How about $125?",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate you working with me.  I'm willing to go up a bit, but $125 is still a touch high.  How about we split the difference and settle at $117.50?",117.5,Bob,6,,
,,Alice,6,RejectOffer,120.0
"You're really pushing me to make a decision, Bob! I'm willing to meet you halfway again, but I think $120 is a fair price. I'm not going any lower than that.",120.0,Alice,7,,
,,Bob,7,AcceptOffer,
