alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,Let's split it 50/50 to start. Your turn!,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,I'll take a slightly bigger share this time,Bob,2,
,,,Alice,2,reject
4200.0,5800.0,"I'll take a slightly bigger share this time, but I'm still open to negotiations.",Alice,3,
,,,Bob,3,reject
3000.0,7000.0,"I'm taking a firmer stance, but still willing to negotiate",Bob,4,
,,,Alice,4,reject
3600.0,6400.0,"I'm getting a bit more aggressive, but still willing to compromise. Your turn!",Alice,5,
,,,Bob,5,reject
2500.0,7500.0,"I'm getting closer to what I want, but still open to a deal",Bob,6,
,,,Alice,6,reject
3300.0,6700.0,"I'm getting closer to my target, but I'm still willing to compromise. Meet me in the middle?",Alice,7,
,,,Bob,7,reject
2000.0,8000.0,"I'm taking a strong stance, but still willing to make a deal",Bob,8,
,,,Alice,8,reject
2800.0,7200.0,This is my final offer. I'm not going any lower.,Alice,9,
,,,Bob,9,reject
1500.0,8500.0,"This is my final offer, take it or leave it",Bob,10,
,,,Alice,10,accept
