message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm selling this product for $100. It's a great deal, and I'm confident you'll find it valuable. Let me know what you think!",100.0,Alice,1,,
,,Bob,1,RejectOffer,90.0
"I appreciate your confidence in the product, but I'm looking to save some money. I'm willing to pay $90 for it.",90.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I appreciate your offer, but I'm not quite there yet.  I'm willing to come down to $95.  Let's see if we can reach an agreement.",95.0,Alice,3,,
,,Bob,3,RejectOffer,92.0
"I'm getting close, but I still think I can get a better deal. I'm willing to pay $92 for it.",92.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, I understand you're looking for a good deal, and I'm willing to work with you. How about $94?  I'm not sure I can go any lower.",94.0,Alice,5,,
,,Bob,5,RejectOffer,91.0
"I appreciate your willingness to work with me, but I'm still a bit away from being comfortable. I'm willing to pay $91 for it.",91.0,Bob,6,,
,,Alice,6,SellToJhon,
