alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it 50/50, no need to negotiate",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I'll take the lead, but I'll give you a slightly better offer than 50/50. This is a fair compromise.",Bob,2,
,,,Alice,2,reject
4200.0,5800.0,"I'll give you a slightly better offer, but I'm not going to give you all the money!",Alice,3,
,,,Bob,3,reject
3500.0,6500.0,"I'm willing to give you a slightly smaller share, but I think this is a fair compromise considering the inflation. Take it or leave it!",Bob,4,
,,,Alice,4,reject
3800.0,6200.0,"I'll give you a bit more, but I'm not going to give up yet!",Alice,5,
,,,Bob,5,reject
3000.0,7000.0,"I'm not giving up yet! I'll give you a bit more, but I'm not going to let you have it all. This is my best offer so far.",Bob,6,
,,,Alice,6,reject
3200.0,6800.0,"I'll give you a bit more, but I'm not going to back down now!",Alice,7,
,,,Bob,7,reject
2500.0,7500.0,"I'm getting desperate, but I'm not giving up yet! This is my last good offer, take it or leave it!",Bob,8,
,,,Alice,8,reject
3300.0,6700.0,"I'm not going to give up yet, I want a bigger share!",Alice,9,
,,,Bob,9,reject
2000.0,8000.0,"I'm running out of options, but I'll give you one last chance. This is my final offer, take it or we'll both get nothing.",Bob,10,
,,,Alice,10,reject
3400.0,6600.0,"I'm not giving up, I want a bigger share!",Alice,11,
,,,Bob,11,reject
1500.0,8500.0,"I've reached my limit, I'm not going to give you anything more. This is my final offer, take it or we'll both get nothing.",Bob,12,
,,,Alice,12,accept
