message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product! It's a fantastic deal, and I think you'll love it. I'm willing to sell it to you for $110.",110.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for the offer, but I'm not quite ready to pay $110. How about we split the difference and go with $105?",105.0,Bob,2,
,,Alice,2,RejectOffer
"I understand your offer, Bob, but I'm not willing to go as low as $105. I'm willing to meet you halfway and offer you a compromise. How about we do $108?",108.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you meeting me halfway, but I'm still not quite there. Let's try $107. This is a fair price for both of us.",107.0,Bob,4,
,,Alice,4,RejectOffer
"I understand you're trying to get a good deal, Bob, but I'm still not willing to go as low as $107. I'm willing to make another compromise. How about we do $109?",109.0,Alice,5,
,,Bob,5,BuyFromJhon
