alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
4500.0,5500.0,Bob,2,
,,Alice,2,reject
5700.0,4300.0,Alice,3,
,,Bob,3,reject
4700.0,5300.0,Bob,4,
,,Alice,4,reject
5395.0,4605.0,Alice,5,
,,Bob,5,reject
4800.0,5200.0,Bob,6,
,,Alice,6,reject
5092.0,4908.0,Alice,7,
,,Bob,7,reject
4900.0,5100.0,Bob,8,
,,Alice,8,reject
5185.0,4815.0,Alice,9,
,,Bob,9,reject
4930.0,5070.0,Bob,10,
,,Alice,10,reject
5250.0,4750.0,Alice,11,
,,Bob,11,reject
4900.0,5100.0,Bob,12,
,,Alice,12,accept
