alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's divide fairly,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,I'm aiming for a more balanced split this time.  What do you think?,Bob,2,
,,,Alice,2,reject
575000.0,425000.0,"Considering inflation, this is a fairer deal",Alice,3,
,,,Bob,3,reject
475000.0,525000.0,"Let's settle this. I'm offering a slight edge to you considering the inflation, but we need to agree soon.",Bob,4,
,,,Alice,4,reject
562500.0,437500.0,"Inflation is biting, let's be realistic",Alice,5,
,,,Bob,5,reject
490000.0,510000.0,Time is running out Alice.  This offer is a good compromise considering the circumstances. Take it or leave it.,Bob,6,
,,,Alice,6,accept
