message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer! I'm interested in the product, but the price is a little high for me. Would you consider $80?",80.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your offer, Bob. I understand you're looking to save some money, but I need to make a profit. I'm willing to meet you halfway, so I'll sell it to you for $120.",120.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you meeting me halfway, Alice. How about we settle at $100? That's my final offer.",100.0,Bob,4,
,,Alice,4,RejectOffer
"I appreciate your persistence, Bob, but I'm not willing to go any lower than $140. It's the lowest I can go and still make a profit.",140.0,Alice,5,
,,Bob,5,BuyFromJhon
