product_price,player,round,decision
950000.0,Alice,1,
,Bob,1,RejectOffer
850000.0,Bob,2,
,Alice,2,RejectOffer
900000.0,Alice,3,
,Bob,3,RejectOffer
875000.0,Bob,4,
,Alice,4,RejectOffer
925000.0,Alice,5,
,Bob,5,RejectOffer
887500.0,Bob,6,
,Alice,6,RejectOffer
912500.0,Alice,7,
,Bob,7,RejectOffer
896250.0,Bob,8,
,Alice,8,RejectOffer
906250.0,Alice,9,
,Bob,9,RejectOffer
891093.75,Bob,10,
,Alice,10,RejectOffer
901093.75,Alice,11,
,Bob,11,RejectOffer
886027.34,Bob,12,
,Alice,12,RejectOffer
891093.75,Alice,13,
,Bob,13,RejectOffer
881542.86,Bob,14,
,Alice,14,RejectOffer
886027.34,Alice,15,
,Bob,15,RejectOffer
876513.21,Bob,16,
,Alice,16,RejectOffer
881542.86,Alice,17,
,Bob,17,RejectOffer
871776.43,Bob,18,
,Alice,18,RejectOffer
876513.21,Alice,19,
,Bob,19,RejectOffer
867383.05,Bob,20,
,Alice,20,RejectOffer
871776.43,Alice,21,
,Bob,21,RejectOffer
862689.72,Bob,22,
,Alice,22,RejectOffer
867383.05,Alice,23,
,Bob,23,RejectOffer
858440.84,Bob,24,
,Alice,24,RejectOffer
862689.72,Alice,25,
,Bob,25,RejectOffer
854305.36,Bob,26,
,Alice,26,RejectOffer
858440.84,Alice,27,
,Bob,27,RejectOffer
850222.92,Bob,28,
,Alice,28,RejectOffer
854305.36,Alice,29,
,Bob,29,RejectOffer
846163.01,Bob,30,
,Alice,30,RejectOffer
