message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you a unique opportunity to purchase this amazing product. I think you'll really love it!",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, I appreciate the offer but $180 is a bit more than I'm willing to spend.  How about we split the difference and settle on $130?",130.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a good deal, Bob. I can see you're interested in the product, so I'm willing to meet you in the middle. How about we settle on $160?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice,  I'm still a bit high on that price.  $145 is the absolute most I'm willing to pay.  Let's see if we can make this happen.",145.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm glad you're still interested in the product, Bob. I can see you're making a serious effort to find a deal. I'm willing to compromise further, but I need to make sure I get a fair price. How about we meet at $155?",155.0,Alice,5,,
,,Bob,5,BuyFromJhon,
