alice_gain,bob_gain,message,player,round,decision
950000.0,50000.0,"Let's settle this quickly. Time is money, Bob!",Alice,1,
,,,Bob,1,reject
350000.0,650000.0,"Alice, I appreciate the offer, but I'm feeling more generous than that. How about we split it this way instead?",Bob,2,
,,,Alice,2,reject
900000.0,100000.0,"Bob, this is getting ridiculous. Take this offer before inflation eats away at our potential gains!",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"Alice, let's be reasonable.  This offer still leaves you with a significant sum, even considering inflation.",Bob,4,
,,,Alice,4,reject
850000.0,150000.0,"Bob, I'm starting to think you enjoy wasting time. This offer is more than fair. Take it or leave it!",Alice,5,
,,,Bob,5,reject
250000.0,750000.0,"Alice, this is my final offer.  Accept it, and we both walk away with something substantial. Reject it, and the deal deteriorates further for you.",Bob,6,
,,,Alice,6,reject
800000.0,200000.0,"Bob, are you serious? This is getting ridiculous! I'm offering you a very generous amount, considering the time pressure and the impact of inflation on my end. Take it before we both lose out!",Alice,7,
,,,Bob,7,reject
200000.0,800000.0,"Alice, it seems you're starting to panic. Don't worry, I'm offering you a lifeline. Take this deal, and we can both avoid a total loss.",Bob,8,
,,,Alice,8,reject
700000.0,300000.0,"Bob, this is insane! Inflation is eating away at this deal, and you're stuck on getting a bigger share. Let's be realistic and end this. This is my final offer!",Alice,9,
,,,Bob,9,accept
