alice_gain,bob_gain,message,player,round,decision
650000.0,350000.0,"Let's be reasonable, Bob. This offer is generous considering the circumstances.",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"I understand the time pressure, Alice, but your initial offer was far too low. Let's find a fairer middle ground.",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"Bob, let's not waste time. This is a fair offer considering the money is losing value for both of us.",Alice,3,
,,,Bob,3,reject
475000.0,525000.0,"Alice, I'm willing to be flexible, but this needs to be a mutually beneficial agreement.  Time is running out.",Bob,4,
,,,Alice,4,reject
575000.0,425000.0,"Bob, we're getting close to a deal. This is my final offer, take it or leave it.",Alice,5,
,,,Bob,5,reject
490000.0,510000.0,"Alice, this is getting ridiculous.  I'm offering a very reasonable deal here, especially considering the time pressure.  Let's end this.",Bob,6,
,,,Alice,6,reject
550000.0,450000.0,"Bob, I'm compromising here.  This is the best you'll get, and we both need to agree before inflation eats away at this deal any further.",Alice,7,
,,,Bob,7,accept
