alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
580000.0,420000.0,Bob,2,
,,Alice,2,reject
585000.0,415000.0,Alice,3,
,,Bob,3,reject
570000.0,430000.0,Bob,4,
,,Alice,4,reject
573000.0,427000.0,Alice,5,
,,Bob,5,reject
560000.0,440000.0,Bob,6,
,,Alice,6,reject
563000.0,437000.0,Alice,7,
,,Bob,7,reject
550000.0,450000.0,Bob,8,
,,Alice,8,reject
553000.0,447000.0,Alice,9,
,,Bob,9,reject
540000.0,460000.0,Bob,10,
,,Alice,10,reject
543000.0,457000.0,Alice,11,
,,Bob,11,reject
530000.0,470000.0,Bob,12,
,,Alice,12,accept
