message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll love. I'm willing to let it go for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, $150 is a bit more than I'm willing to spend. I'm interested, but how about $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking to save some money, Bob. I can do $140, but I'm not willing to go any lower than that.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your flexibility, but $140 is still a bit high for me. I'm happy to pay $125, which is a fair price for both of us. What do you think?",125.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I can see you're really interested in the product, Bob. I'm willing to meet you halfway at $130.",130.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your willingness to compromise. $130 is still a little too much for me.  I'm willing to pay $128. This is a great deal for both of us, and I'm confident you'll see that.",128.0,Bob,6,,
,,Alice,6,RejectOffer,132.0
"I'm starting to think we're getting close to a deal, Bob. I can do $132, but I'm not going to go any lower than that.",132.0,Alice,7,,
,,Bob,7,BuyFromJhon,
