message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll really like. Would you like to make an offer for it?",110.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate the offer, Alice, but $110 is a bit higher than I'd like to pay.  I'm willing to go up to $105.  Let me know what you think.",105.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand you're looking to save some money, Bob. I can meet you in the middle, but I need to make a profit. How about $112.50?",112.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $112.50 is still a bit higher than I'm comfortable with. How about $107.50? It's a fair compromise, and I'm confident we can make this deal work.",107.5,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I understand you're trying to find a sweet spot, Bob. I can do $109, but that's as low as I'm willing to go. It's still a great deal for you, and I think you'll love the product.",109.0,Alice,5,,
,,Bob,5,AcceptOffer,
