alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,Accept this and we can both walk away with a decent sum!,Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"You'll get less in the next round, so take this!",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I'm still holding out for a better deal, but this is a fair offer!",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"You're getting desperate, don't be greedy!",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Let's split it down the middle, it's a fair deal!",Alice,5,
,,,Bob,5,accept
