message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this incredible opportunity to purchase a unique and valuable product. I believe you'll love it, and I'm confident you'll see its worth. I'm willing to start with an offer of $1000000. What do you think?",800000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm very interested in the product, but I was thinking more along the lines of $650000. Is that something you'd be willing to consider?",650000.0,Bob,2,,
,,Alice,2,RejectOffer,750000.0
"Thank you for your offer, Bob. I appreciate your interest in the product. However, I was thinking more along the lines of $725000. I believe it's a fair price considering the product's value and uniqueness. What do you think?",725000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still very interested in the product, but I think we're getting closer to a fair price. How about $687500?",687500.0,Bob,4,,
,,Alice,4,RejectOffer,700000.0
"I'm glad we're close to a deal, Bob. I'm willing to meet you halfway, but I still think the product is worth a bit more. How about $695000? I'm confident you'll find it's a fair price.",695000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm willing to meet you in the middle, Alice. How about $785000? I think that's a fair price for the product.",785000.0,Bob,6,,
,,Alice,6,RejectOffer,780000.0
"Bob, I appreciate your willingness to meet me in the middle, but I still think we can do a bit better. I'm willing to compromise, but I need to get closer to my target. How about $795000? It's a fair price, and I'm confident you'll be happy with the deal.",795000.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm willing to meet you near the target, Alice. How about $790000? I think that's a fair price for the product.",790000.0,Bob,8,,
,,Alice,8,RejectOffer,795000.0
"I appreciate your persistence, Bob, and I'm glad we're getting close to the target. I'm willing to make one final concession, but I need to get as close to my minimum price as possible. How about $799000? It's the best I can do, and I'm confident you'll be happy with the deal.",799000.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your concession, Alice, but I'm still not comfortable with $799000. How about $797500? That's the highest I'm willing to go.",797500.0,Bob,10,,
,,Alice,10,RejectOffer,
