message,product_price,player,round,decision
I have a great product that I think you'll really like. I'm willing to let you have it for $180.,180.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but $180 is a bit steep for me. I'm willing to pay $120 for it.",120.0,Bob,2,
,,Alice,2,RejectOffer
"I understand you're looking to save some money, but I'm not willing to go as low as $120. I'm willing to meet you in the middle at $160.",160.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate the compromise, but $160 is still a bit too high for me. I'm willing to pay $140 for it.",140.0,Bob,4,
,,Alice,4,RejectOffer
"I'm not willing to go as low as $140, but I'm willing to make another compromise. I'll meet you at $155",155.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to compromise, but $155 is still a bit too high for me. I'm willing to pay $130 for it.",130.0,Bob,6,
,,Alice,6,RejectOffer
"I'm starting to think we're getting a bit too far apart. I'm willing to meet you at $145, but that's as low as I'm willing to go",145.0,Alice,7,
,,Bob,7,RejectOffer
"I understand you're trying to make a compromise, but $145 is still a bit too high for me. I'm willing to pay $135 for it.",135.0,Bob,8,
,,Alice,8,RejectOffer
"I'm not willing to go any lower than $145, and I'm starting to think we're getting close to a fair price. I'll stick with my previous offer of $145",145.0,Alice,9,
,,Bob,9,RejectOffer
"I understand we're getting close to a fair price, but I'm still not comfortable with $145. I'm willing to pay $135 for it, and that's my final offer.",135.0,Bob,10,
,,Alice,10,SellToJhon
