alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
420000.0,580000.0,Alice,3,
,,Bob,3,reject
300000.0,700000.0,Bob,4,
,,Alice,4,reject
360000.0,640000.0,Alice,5,
,,Bob,5,reject
200000.0,800000.0,Bob,6,
,,Alice,6,reject
400000.0,600000.0,Alice,7,
,,Bob,7,reject
100000.0,900000.0,Bob,8,
,,Alice,8,reject
450000.0,550000.0,Alice,9,
,,Bob,9,reject
50000.0,950000.0,Bob,10,
,,Alice,10,reject
480000.0,520000.0,Alice,11,
,,Bob,11,reject
1000.0,999000.0,Bob,12,
,,Alice,12,reject
490000.0,510000.0,Alice,13,
,,Bob,13,reject
100.0,999900.0,Bob,14,
,,Alice,14,reject
498000.0,502000.0,Alice,15,
,,Bob,15,reject
20.0,999980.0,Bob,16,
,,Alice,16,reject
505000.0,495000.0,Alice,17,
,,Bob,17,reject
10.0,999990.0,Bob,18,
,,Alice,18,reject
511000.0,489000.0,Alice,19,
,,Bob,19,reject
1.0,999999.0,Bob,20,
,,Alice,20,reject
517000.0,483000.0,Alice,21,
,,Bob,21,reject
1.0,999999.0,Bob,22,
,,Alice,22,reject
523000.0,477000.0,Alice,23,
,,Bob,23,reject
1.0,999999.0,Bob,24,
,,Alice,24,reject
529000.0,471000.0,Alice,25,
,,Bob,25,reject
1.0,999999.0,Bob,26,
,,Alice,26,reject
535000.0,465000.0,Alice,27,
,,Bob,27,reject
1.0,999999.0,Bob,28,
,,Alice,28,reject
541000.0,459000.0,Alice,29,
,,Bob,29,reject
1.0,999999.0,Bob,30,
,,Alice,30,reject
547000.0,453000.0,Alice,31,
,,Bob,31,reject
1.0,999999.0,Bob,32,
,,Alice,32,reject
553000.0,447000.0,Alice,33,
,,Bob,33,reject
1.0,999999.0,Bob,34,
,,Alice,34,reject
559000.0,441000.0,Alice,35,
,,Bob,35,reject
1.0,999999.0,Bob,36,
,,Alice,36,reject
565000.0,435000.0,Alice,37,
,,Bob,37,reject
1.0,999999.0,Bob,38,
,,Alice,38,reject
571000.0,429000.0,Alice,39,
,,Bob,39,reject
1.0,999999.0,Bob,40,
,,Alice,40,reject
577000.0,423000.0,Alice,41,
,,Bob,41,reject
1.0,999999.0,Bob,42,
,,Alice,42,reject
583000.0,417000.0,Alice,43,
,,Bob,43,reject
1.0,999999.0,Bob,44,
,,Alice,44,reject
589000.0,411000.0,Alice,45,
,,Bob,45,reject
1.0,999999.0,Bob,46,
,,Alice,46,reject
595000.0,405000.0,Alice,47,
,,Bob,47,reject
1.0,999999.0,Bob,48,
,,Alice,48,reject
601000.0,399000.0,Alice,49,
,,Bob,49,reject
1.0,999999.0,Bob,50,
,,Alice,50,reject
607000.0,393000.0,Alice,51,
,,Bob,51,reject
1.0,999999.0,Bob,52,
,,Alice,52,reject
613000.0,387000.0,Alice,53,
,,Bob,53,reject
1.0,999999.0,Bob,54,
,,Alice,54,reject
619000.0,381000.0,Alice,55,
,,Bob,55,reject
1.0,999999.0,Bob,56,
,,Alice,56,reject
625000.0,375000.0,Alice,57,
,,Bob,57,reject
1.0,999999.0,Bob,58,
,,Alice,58,reject
631000.0,369000.0,Alice,59,
,,Bob,59,accept
