message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to start with a price of $150.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer.  $150 is a bit high for me. I'm willing to pay $110 for the product.  Let me know what you think.",110.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand that $150 is a bit high for you, but I'm not willing to go as low as $110. I can meet you in the middle at $130. Would you be interested?",130.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, $130 is still a bit high for me.  I'm willing to go up to $115.  This is my final offer.  Let me know if you're interested.",115.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I appreciate your final offer, but I'm not willing to go as low as $115. I'm willing to meet you at $125. This is my final offer, I'm not going any lower.",125.0,Alice,5,
,,Bob,5,BuyFromJhon
