message,product_price,player,round,decision,counteroffer
I'm excited to sell you this amazing product! I think you'll really love it.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I really appreciate it. However, $150 is a bit steep for me. I'd be willing to pay $105 for the product. What do you think?",105.0,Bob,2,,
,,Alice,2,RejectOffer,125.0
"I understand that $105 is a bit low for me, but I'm willing to meet you in the middle. How about we settle on $125?",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down in price, but $125 is still a bit more than I'm comfortable with.  How about we split the difference and go with $115? I'm really interested in the product, and this is my final offer.",115.0,Bob,4,,
,,Alice,4,RejectOffer,120.0
"I'm glad you're really interested in the product, Bob! I'm willing to meet you at $120, which is the lowest I can go. I think you'll really love it, and I'm confident you'll be happy with the price.",120.0,Alice,5,,
,,Bob,5,BuyFromJhon,
