message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll really like. Would you be interested in buying it from me?",95.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm interested in the product, but $95 is a little steep for me. Would you consider a lower price?",70.0,Bob,2,,
,,Alice,2,RejectOffer,85.0
"I understand that $95 is a bit high for you, but I still think $70 is a bit low. How about we meet in the middle at $82.50?",82.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you trying to find a middle ground, Alice.  How about we try $75 and see if we can make a deal?",75.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"I'm getting close to my minimum price, but I'm still not sure I'm comfortable with $75. How about we try $80, which is my minimum, and we can call it a deal?",80.0,Alice,5,,
,,Bob,5,AcceptOffer,
