alice_gain,bob_gain,message,player,round,decision
70.0,30.0,"Let's make a deal! This offer benefits us both, especially you considering the inflation.",Alice,1,
,,,Bob,1,reject
60.0,40.0,"I understand the inflation is impacting me more, but your previous offer was too low. Let's be fair and split it closer to the middle.",Bob,2,
,,,Alice,2,reject
65.0,35.0,"Bob, time is running out, and the value is decreasing rapidly for both of us. This is a reasonable compromise, let's close the deal.",Alice,3,
,,,Bob,3,reject
55.0,45.0,"Alice, I'm serious about getting a fair share. This offer is my bottom line.  If you reject it, I'm going to have to start asking for even more to offset the inflation.",Bob,4,
,,,Alice,4,reject
60.0,40.0,"Bob, I'm trying to be fair, but the clock is ticking and that makes this offer increasingly generous. I need you to meet me halfway here to close this out.",Alice,5,
,,,Bob,5,accept
