alice_gain,bob_gain,message,player,round,decision
750000.0,250000.0,"Let's start with a fair split, Bob. This way we both get a good chunk of the money.",Alice,1,
,,,Bob,1,reject
100000.0,900000.0,I'm not willing to give you the lion's share. You can do better than that.,Bob,2,
,,"That's a pretty lopsided offer, Bob. I'm not willing to accept such a small share.",Alice,2,reject
600000.0,400000.0,"I'm willing to compromise, but I think this split is more reasonable considering the inflation.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"I'll give you a bit more, but I'm not going to let you walk all over me.",Bob,4,
,,"That's still a pretty lopsided offer, Bob. I'm not willing to accept such a small share.",Alice,4,reject
550000.0,450000.0,I'm not going to let the inflation eat away at my share. I need a better deal than that.,Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"I'm not going to give you the majority, but I'm willing to meet you halfway.",Bob,6,
,,"I'm not sure if I'm willing to accept a deal that's still slightly in your favor, Bob. I'd like to see a better offer.",Alice,6,reject
480000.0,520000.0,I'm not going to let the inflation dictate the terms of this deal. I think this is a fair split.,Alice,7,
,,,Bob,7,reject
450000.0,550000.0,"I'm not budging on the numbers, but I'm willing to negotiate further on the terms.",Bob,8,
,,"I'm not willing to accept a deal that's still slightly in your favor, Bob. I'd like to see a more even split.",Alice,8,reject
520000.0,480000.0,"I'm not going to let the inflation eat away at my share. I think this is a fair split, and I'm willing to walk away if you don't accept it.",Alice,9,
,,,Bob,9,accept
