alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, Bob.  Fair is fair, right?",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I'll give you a good deal, but I need a bit more for myself.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'm willing to compromise, Bob.  Let's aim for a slightly more even split this time.",Alice,3,
,,,Bob,3,reject
30.0,70.0,"I'm not budging much, but I'll give you a slightly better deal this time.",Bob,4,
,,,Alice,4,reject
60.0,40.0,I'm starting to get worried about the shrinking value of the money.  Let's work together to find a solution before it's too late.,Alice,5,
,,,Bob,5,accept
