message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll really like. I'm willing to offer it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but that's a bit too high for me. I'd be willing to pay $100 for the product.",100.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand that $180 was a bit steep, but I was hoping we could meet in the middle. I'm willing to come down to $155 for the product. It's a fair price considering its value to me.",155.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down on the price. However, $155 is still a bit too high for my budget.  Could you do $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm not willing to go as low as $110, but I can see that you're serious about the product. I'm willing to meet you halfway between $110 and $155, so I'll offer it to you for $132.50. It's a fair price that I think we can both agree on.",132.5,Alice,5,,
,,Bob,5,BuyFromJhon,
