alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's start with a reasonable offer. This gives us both a good share.,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,My turn. This offer is fairer considering the inflation.,Bob,2,
,,,Alice,2,reject
6500.0,3500.0,"Bob, let's be realistic. The inflation hurts you far more than me. This is a better offer considering the circumstances.",Alice,3,
,,,Bob,3,reject
5200.0,4800.0,"Alice, we are running out of time. This offer benefits us both in the long run.",Bob,4,
,,,Alice,4,reject
6200.0,3800.0,"Bob, this is my final offer. It gives us both a decent share considering we're running out of time. Let's close this deal.",Alice,5,
,,,Bob,5,reject
5500.0,4500.0,"Alice, this is getting ridiculous. Accept this offer or we both lose!",Bob,6,
,,,Alice,6,accept
