message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it. I'm willing to sell it to you for $120.",120.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. I'm interested in the product, but $120 feels a bit high for me. Would you consider a lower price?",90.0,Bob,2,
,,Alice,2,RejectOffer
"I understand you're looking for a better deal, Bob. However, I'm willing to compromise. I can offer you a price of $115. I think this is a fair price considering the value the product will bring to you.",115.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you coming down a bit, Alice. How about we meet in the middle at $105?",105.0,Bob,4,
,,Alice,4,RejectOffer
"I'm glad we're getting closer, Bob. However, I'm still a bit above $100, which is my minimum. I can offer you $110, which is a good compromise. I think you'll really benefit from this product, and I'm willing to meet you halfway from $105.",110.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your willingness to negotiate.  To be honest, my budget is closer to $100.  If you're able to meet that, I'm ready to buy today.",100.0,Bob,6,
,,Alice,6,SellToJhon
