message,product_price,player,round,decision,new_offer
I have a great product that I think you'll really like. I'm willing to sell it to you for $100.,100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! That product looks great, but I was hoping to spend a bit less. Would you be willing to go down to $85?",85.0,Bob,2,,
,,Alice,2,RejectOffer,95.0
"I can do a bit better than that, Bob. I'm willing to sell it to you for $92.50.",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we split the difference and call it $90 even?",90.0,Bob,4,,
,,Alice,4,RejectOffer,92.5
"I can see you're a shrewd negotiator, Bob! I can meet you halfway between $90 and $92.50, so I'll sell it to you for $91.25.",91.25,Alice,5,,
,,Bob,5,AcceptOffer,
