message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this incredible product that I think you'll love. I'm looking for $15000 for it. It's a rare find and a great opportunity for you to get a unique item. What do you think?",15000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thank you for the offer. I understand the value of the product, but my budget is limited. I am willing to pay up to $12000 for the product. Would you consider accepting this offer?",12000.0,Bob,2,,
,,Alice,2,RejectOffer,14000.0
"Hi Bob, I understand you're on a tight budget, but I'm not willing to go as low as $12000. I'm willing to meet you halfway and offer the product to you for $14000. This is the best price I can do, and I think it's still a great deal for you. What do you think?",14000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hello Alice, I appreciate your offer. However, I'm still not able to meet at $14000. I would like to propose $13000 if that would be acceptable to you.",13000.0,Bob,4,,
,,Alice,4,RejectOffer,13500.0
"Hi Bob, I'm glad we're getting closer to a deal! I'm willing to meet you at $13500, which is the lowest I can go. This is a great opportunity for you to get the product, and I think it's a fair price. What do you think?",13500.0,Alice,5,,
,,Bob,5,RejectOffer,
"Hello Alice, thank you for considering my budget. I would like to propose $13000 for the product. I hope this meets your expectations and allows us to come to an agreement.",13000.0,Bob,6,,
,,Alice,6,SellToJhon,
