message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a unique and valuable opportunity to acquire this exceptional product. I'm willing to sell it to you for $20000. I believe it's a fair price considering its exceptional quality and features. What do you think?",20000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think $20000 is a bit steep. Would you be willing to consider a price of $18000?",18000.0,Bob,2,,
,,Alice,2,RejectOffer,20000.0
"I appreciate your interest in the product, Bob. However, I'm not quite ready to meet you at $18000. I'm willing to make a counteroffer of $22000. This is a fair price considering the product's value and the time we've already invested in discussing it. What do you think?",22000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand your perspective, but $22000 is still a bit above my budget. Would you be willing to consider a price of $19500?",19500.0,Bob,4,,
,,Alice,4,RejectOffer,21000.0
"I'm glad we're still in negotiations, Bob. I'm willing to meet you halfway, but I need to make sure I'm getting a fair price for the product. I'm counteroffering at $21000. This is a compromise that I think is reasonable considering the value of the product. What do you think?",21000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, Alice. However, I'm still a bit above my budget. Would you be willing to consider a price of $19000?",19000.0,Bob,6,,
,,Alice,6,RejectOffer,20500.0
"I'm starting to think we're getting close, Bob. I'm willing to make another concession, but I need to make sure I'm not giving away too much value. I'm counteroffering at $20500. This is as low as I'm willing to go, and I think it's still a fair price for the product. What do you think?",20500.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to make concessions, Alice. However, I'm still a bit above my budget. Would you be willing to consider a price of $19500?",19500.0,Bob,8,,
,,Alice,8,SellToJhon,
