message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a unique opportunity to purchase a rare and valuable item. I'm willing to sell it to you for $900000. This is a one-time offer, and I'm confident you won't find a better deal elsewhere. What do you think?",900000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for your offer, Alice. I appreciate the value of the item you're selling. However, I'm looking to keep my expenses within a certain budget. I would like to propose a counteroffer of $850000 for the product.",850000.0,Bob,2,,
,,Alice,2,RejectOffer,875000.0
"Thank you for your counteroffer, Bob. I appreciate your interest in the product. However, I'm willing to meet you halfway, but I need to make a profit. I'm willing to sell the product to you for $875000. This is my final offer, and I'm confident you won't find a better deal elsewhere. What do you think?",875000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for adjusting your offer, Alice. I appreciate your flexibility. Considering my budget constraints, I would like to propose a counteroffer of $860000 for the product.",860000.0,Bob,4,,
,,Alice,4,RejectOffer,882500.0
"I'm glad we're getting closer to a deal, Bob. However, I need to ensure I'm fairly compensated for the product. I'm willing to meet you at $860000, but I need a bit more. I'm willing to sell the product to you for $882500. This is a compromise, and I'm hoping we can finalize the deal at this price. What do you think?",882500.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for your latest offer, Alice. I understand your position and appreciate your efforts to reach an agreement. Considering my budget, I would like to propose a counteroffer of $870000 for the product.",870000.0,Bob,6,,
,,Alice,6,SellToJhon,
