alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's start with a fair split, then negotiate",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's try a 50/50 split, it's a good starting point",Bob,2,
,,,Alice,2,reject
40.0,60.0,"I'm willing to compromise, but I need a bit more",Alice,3,
,,,Bob,3,reject
45.0,55.0,"I'll give you a bit more, but I need to keep some buffer for myself",Bob,4,
,,,Alice,4,reject
35.0,65.0,"I'm willing to give you a bigger share, but I need some too",Alice,5,
,,,Bob,5,accept
