alice_gain,bob_gain,message,player,round,decision
68.0,32.0,This is my first offer. I propose we split the money based on its decreasing value. You receive 32 dollars.,Alice,1,
,,,Bob,1,reject
50.0,50.0,"A fair start, but I can do better. How about we split it 50/50?",Bob,2,
,,,Alice,2,reject
57.0,43.0,"Considering the inflation, I propose we adjust our previous split. I'll offer you 43 dollars, reflecting the reduced value of money.",Alice,3,
,,,Bob,3,reject
60.0,40.0,I'll give you a chance to reconsider. How about I offer you 40 and I take 60?,Bob,4,
,,,Alice,4,reject
52.0,48.0,I propose a split of 52 dollars for me and 48 dollars for you. This reflects the continued decrease in the value of money due to inflation.,Alice,5,
,,,Bob,5,reject
70.0,30.0,"I'm getting desperate, but I'll try to make a better offer. How about I give you 30 and take 70?",Bob,6,
,,,Alice,6,reject
50.0,50.0,"Considering the ongoing inflation, I suggest we split the remaining amount equally. Each of us would receive 50 dollars.",Alice,7,
,,,Bob,7,accept
