message,product_price,player,round,decision,counteroffer
I'm excited to offer you this unique product. It's a rare and valuable item that I think you'll really appreciate. Would you like to make an offer?,12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice.  I'm interested in the product but $12000 is a bit above my budget.  Would you be willing to come down to $9000?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,11000.0
"I understand you're looking to stay within your budget, but I'm not quite ready to meet you at $9000. I'm willing to compromise at $11000. What do you think?",11000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to compromise.  How about we split the difference and meet at $10500?  This would be a fair price for both of us.",10500.0,Bob,4,,
,,Alice,4,RejectOffer,11500.0
"I appreciate your creative suggestion, Bob, but I'm not quite ready to meet you at $10500. I'm willing to consider a compromise, but I need to get closer to my target. How about we meet at $11500?",11500.0,Alice,5,,
,,Bob,5,BuyFromJhon,
