message,product_price,player,round,decision
"I'm excited to offer you this incredible opportunity to purchase this unique product. I believe it's a game-changer and I'm confident you'll love it. I'm willing to start with a price of $1,200,000. What do you think?",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. I'm definitely interested in the product, but I'm working with a tight budget. Would you consider a lower price of $1,000,000?",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"I understand you're working with a tight budget, Bob, but I'm not willing to go as low as $1,000,000. However, I'm willing to meet you halfway. I'll consider a price of $1,100,000. This is my final offer on that price point. What do you think?",1100000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you meeting me halfway, Alice.  While $1,100,000 is closer to what I had in mind, I'm aiming for something closer to $1,050,000.  Would you be open to that?",1050000.0,Bob,4,
,,Alice,4,RejectOffer
"I understand you're trying to get the best deal, Bob, but I'm not willing to go as low as $1,050,000. I'm willing to meet you halfway again, but this time I'll compromise at $1,075,000. This is my final offer on this side of the negotiation. What do you think?",1075000.0,Alice,5,
,,Bob,5,AcceptOffer
