product_price,player,round,decision
750000.0,Alice,1,
,Bob,1,RejectOffer
725000.0,Bob,2,
,Alice,2,RejectOffer
760000.0,Alice,3,
,Bob,3,RejectOffer
740000.0,Bob,4,
,Alice,4,RejectOffer
770000.0,Alice,5,
,Bob,5,RejectOffer
745000.0,Bob,6,
,Alice,6,RejectOffer
780000.0,Alice,7,
,Bob,7,RejectOffer
750000.0,Bob,8,
,Alice,8,RejectOffer
790000.0,Alice,9,
,Bob,9,RejectOffer
752000.0,Bob,10,
,Alice,10,RejectOffer
795000.0,Alice,11,
,Bob,11,RejectOffer
755000.0,Bob,12,
,Alice,12,RejectOffer
797500.0,Alice,13,
,Bob,13,RejectOffer
756250.0,Bob,14,
,Alice,14,RejectOffer
798750.0,Alice,15,
,Bob,15,RejectOffer
757500.0,Bob,16,
,Alice,16,RejectOffer
799687.5,Alice,17,
,Bob,17,RejectOffer
758750.0,Bob,18,
,Alice,18,RejectOffer
800000.0,Alice,19,
,Bob,19,BuyFromJhon
