alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's be reasonable, I'm willing to give you a significant share.",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Let's split it fairly, considering the inflation, I'm being generous.",Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"I've taken the inflation into account, this is a fairer split.",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"Considering the increasing inflation impact, this is a more balanced split.",Bob,4,
,,,Alice,4,reject
560000.0,440000.0,"Inflation is hurting me more, I need a bigger share.",Alice,5,
,,,Bob,5,accept
