alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, Bob. This offer leaves us both with a good amount.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I think I deserve a bit more, considering the inflation hits you harder.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, let's be realistic.  I'm taking a bigger hit from the inflation, we need to find a compromise.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Considering the growing inflation impact on your end, I think this is a reasonable adjustment.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, this is getting ridiculous.  Let's split it evenly and call it a day.",Alice,5,
,,,Bob,5,reject
40.0,60.0,"Given the substantial impact of inflation on your share, I believe this adjustment is necessary to reflect the current value.",Bob,6,
,,,Alice,6,reject
48.0,52.0,"Bob, this is my final offer. I'm losing significantly with each round, and this is the best I can do.",Alice,7,
,,,Bob,7,reject
38.0,62.0,"Considering the severe impact of inflation on your share, I'm willing to make a slight adjustment, but I believe this is a fair split given the circumstances.",Bob,8,
,,,Alice,8,reject
45.0,55.0,"Bob, this is getting us nowhere.  I need you to meet me halfway here. This is my absolute bottom line.",Alice,9,
,,,Bob,9,reject
35.0,65.0,"Given the extreme devaluation of your share due to inflation, I believe this split is more than generous, considering the circumstances.",Bob,10,
,,,Alice,10,accept
