message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. Would you like to buy it from me for $150?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for offering!  $150 seems a little high for me. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,120
"Thanks for your offer, Bob! I appreciate your interest in the product. However, I was thinking more along the lines of $135. Would you be willing to meet me in the middle?",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,130
"I'm still a bit hesitant to go below $130, Bob. But I'm willing to compromise. How about we meet at $125?",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, you're getting closer.  How about we split the difference and call it $120?",120.0,Bob,6,,
,,Alice,6,RejectOffer,125
"I was hoping we could meet at $120, Bob, but I'm not willing to go any lower than $125. I think it's a fair price considering the product's value. Let's stick with $125.",125.0,Alice,7,,
,,Bob,7,BuyFromJhon,
