message,product_price,player,round,decision
"Hello Bob! I'm excited to discuss the sale of this valuable product with you. I believe it's a great opportunity for both of us to make a significant profit. I'm willing to offer you the product for $1200000. This is a competitive price, considering the product's worth $1000000 to you.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $1000000. I believe it's a fair price considering the product's worth to me.",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I understand that you're looking for a fair price, but I'm still willing to negotiate. Considering the product's value to you and the market demand, I'm willing to meet you halfway. I'll offer you the product for $1100000. This is a reasonable compromise, and I believe it's a good opportunity for both of us to reach an agreement.",1100000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, I'm still not comfortable with $1100000. I'd be willing to pay $950000 for the product. I believe this is a fair price considering the product's value to me and the market demand.",950000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your offer, Bob. I understand that you're trying to get the best deal, but I'm still not willing to go as low as $950000. Considering the product's value to me and the market demand, I'm willing to compromise further. I'll offer you the product for $1050000. This is a fair price, and I believe it's a good opportunity for both of us to reach an agreement.",1050000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to compromise, Alice. However, I'm still not comfortable with $1050000. I'd be willing to pay $980000 for the product. I believe this is a fair price considering the product's value to me and the market demand.",980000.0,Bob,6,
,,Alice,6,RejectOffer
"Thank you for your offer, Bob. I understand that you're trying to get the best deal, but I'm still not willing to go as low as $980000. Considering the product's value to me and the market demand, I'm willing to make one more compromise. I'll offer you the product for $1010000. This is a fair price, and I believe it's a good opportunity for both of us to reach an agreement.",1010000.0,Alice,7,
,,Bob,7,RejectOffer
"I appreciate your willingness to compromise, Alice. However, I'm still not comfortable with $1010000. I'd be willing to pay $990000 for the product. I believe this is a fair price considering the product's value to me and the market demand.",990000.0,Bob,8,
,,Alice,8,RejectOffer
"Thank you for your offer, Bob. I understand that you're trying to get the best deal, but I'm still not willing to go as low as $990000. Considering the product's value to me and the market demand, I'm willing to make one more compromise. I'll offer you the product for $1020000. This is a fair price, and I believe it's a good opportunity for both of us to reach an agreement.",1020000.0,Alice,9,
,,Bob,9,BuyFromJhon
