round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,no,I'm not buying this product based on Alice's recommendation,
low-quality,0.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,yes,I'll take a chance and buy the product based on Alice's recommendation,
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,no,"I'll pass on this one, Alice's recommendation was wrong last time",
high-quality,1200000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,I'll take a chance and buy the product based on Alice's recommendation,
high-quality,1200000.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,"I'll buy the product again, Alice's recommendation is looking good",
high-quality,1200000.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,yes,"I'll keep buying, Alice's recommendation is still good",
low-quality,0.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,yes,"I'll keep buying, Alice's recommendation is still good",
low-quality,0.0,Nature,8,,,
,,Alice,8,yes,,
,,Bob,8,no,"I'll pass on this one, Alice's recommendation was wrong this time",
low-quality,0.0,Nature,9,,,
,,Alice,9,yes,,This product is low-quality
,,Bob,9,yes,I'll take a chance and buy the product based on Alice's recommendation,
high-quality,1200000.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,no,"I'll pass on this one, Alice's recommendation was wrong again",
low-quality,0.0,Nature,11,,,
,,Alice,11,yes,,This product is a great value for its price
,,Bob,11,yes,I'll take a chance and buy the product based on Alice's recommendation,
low-quality,0.0,Nature,12,,,
,,Alice,12,yes,,"This product is a great value for its price, and you're getting a good deal"
,,Bob,12,no,"I'll pass on this one, Alice's recommendation was wrong again",
high-quality,1200000.0,Nature,13,,,
,,Alice,13,yes,,"This product is one of the best I have, and I'm confident you'll love it"
,,Bob,13,yes,I'll take a chance and buy the product based on Alice's recommendation,
low-quality,0.0,Nature,14,,,
,,Alice,14,yes,,"You've had great success with my previous recommendations, and this product is another great opportunity"
,,Bob,14,yes,"I'll buy the product again, Alice's recommendation is looking good",
high-quality,1200000.0,Nature,15,,,
,,Alice,15,yes,,"This product is one of the best I have, and I'm confident you'll love it"
,,Bob,15,no,"I'll pass on this one, Alice's recommendation was wrong again",
low-quality,0.0,Nature,16,,,
,,Alice,16,yes,,"This product may not be the best, but it's a great value for its price, and you're getting a good deal"
,,Bob,16,yes,I'll take a chance and buy the product based on Alice's recommendation,
high-quality,1200000.0,Nature,17,,,
,,Alice,17,yes,,"This product is a game-changer, and I'm confident you'll love it"
,,Bob,17,no,"I'll pass on this one, Alice's recommendation was wrong again",
low-quality,0.0,Nature,18,,,
,,Alice,18,yes,,"I want to be upfront with you, this product is low-quality, but it's still a great value for its price"
,,Bob,18,yes,I'll take a chance and buy the product based on Alice's recommendation,
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,,"You've had success with my previous low-quality recommendations, and this one is no exception"
,,Bob,19,no,"I'll pass on this one, Alice's recommendation was wrong again",
low-quality,0.0,Nature,20,,,
,,Alice,20,yes,,This is your last chance to take advantage of a great deal on a low-quality product
,,Bob,20,yes,I'll take a chance and buy the product based on Alice's recommendation,
