message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you might be interested in. I'm willing to sell it to you for $150. Is this something you'd like to consider?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $120. Would you be willing to sell it to me for that price?",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking to save some money, Bob. I can meet you halfway at $140, but I'm not willing to go any lower than that. Is $140 a price you'd be comfortable with?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I was thinking more along the lines of $130. Would you be willing to sell it to me for that price?",130.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I'm getting close to my minimum price, Bob. I can do $135, but that's as low as I'm willing to go. Is that a price you'd be willing to pay?",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to my budget, but I'm still a bit below my limit. Would you be willing to sell it to me for $128?",128.0,Bob,6,,
,,Alice,6,RejectOffer,135.0
"I'm not willing to go below $135, Bob. I'm starting to think you're not serious about buying the product. I'll give you one last chance, but I need $135 to make it worth my while.",135.0,Alice,7,,
,,Bob,7,BuyFromJhon,
