message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you this fantastic product. Given its value, I believe a starting price of $1,100,000 is fair. What do you think?",1100000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. I appreciate the value of the product, but given my budget constraints, I would like to propose a price closer to $800,000. I believe this is a fair reflection of the product's worth to me.",800000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your perspective on the price. However, I believe my initial offer reflects the true value and potential this product holds. To move things forward, I'm willing to come down to $1,000,000. This is a significant concession, and I'm confident it represents a fair deal.",1000000.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for your offer, Alice. I appreciate your willingness to negotiate. Considering the product's value to me, I would like to propose a price of $950,000. I believe this is a fair compromise between our positions.",950000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, you're getting closer. I appreciate your willingness to find a compromise.  How about we split the difference and settle on $975,000?  This feels like a fair deal for both of us.",975000.0,Alice,5,
,,Bob,5,RejectOffer
"Thank you for your offer, Alice. I appreciate your efforts to reach a fair agreement. Considering the product's value to me, I would like to propose a price of $960,000. I believe this is a reasonable compromise that respects both of our positions.",960000.0,Bob,6,
,,Alice,6,AcceptOffer
