alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's start with a simple offer: 60/40 split. I believe this is a fair starting point for us to negotiate from.,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,"Your offer is tempting, but I'm aiming for a slightly better outcome. How about a 55/45 split in my favor?",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I understand you're looking for a better outcome, but I can't accept a 55/45 split. How about we meet in the middle with a 55/45 split in my favor? This way, we both get a reasonable share.",Alice,3,
,,,Bob,3,reject
475000.0,525000.0,"This is a negotiation, Alice. Let's find a middle ground. I propose a 52.5/47.5 split.",Bob,4,
,,,Alice,4,reject
510000.0,490000.0,"Bob, we're losing money with every round that passes. This offer is a 51/49 split in my favor.  It's a strong offer considering the time constraint and the fact that we began with a 60/40 split. Let's close this deal and walk away with a good amount.",Alice,5,
,,,Bob,5,accept
