message,product_price,player,round,decision,new_offer
"Hi Bob, I'm interested in selling you this product. I'm thinking of offering it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer! I'm really interested but $150 is a bit out of my budget. Would you be willing to come down to $85? ",85.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a better deal, Bob. I can do $125, but that's as low as I'm willing to go.",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down on the price, but $125 is still a bit more than I'm comfortable spending. How about $100? That would be a fair price for both of us.",100.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm not willing to go as low as $100, Bob. I can do $130, but that's my final offer. If you're not interested, I'll have to consider other options.",130.0,Alice,5,,
,,Bob,5,BuyFromJhon,
