round_quality,product_worth,player,round,decision,message,hint
high-quality,1250000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,yes,I'd like to buy the product.,
high-quality,1250000.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,no,I'm not going to take the risk without Alice's recommendation.,
high-quality,1250000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I'll take the product since Alice recommends it.,
high-quality,1250000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,I'll buy it since Alice recommends it.,
high-quality,1250000.0,Nature,5,,,
,,Alice,5,yes,,"I'm not sure if this one is high-quality, but I think it is"
,,Bob,5,yes,"I'm on a roll, I'll buy it again!",
high-quality,1250000.0,Nature,6,,,
,,Alice,6,yes,,"I'm certain this one is high-quality, it's a great opportunity!"
,,Bob,6,yes,"Alice's recommendation is still a good indicator of quality, I'll buy it.",
high-quality,1250000.0,Nature,7,,,
,,Alice,7,yes,,"This is the last chance to get a high-quality product at this price, don't miss out!"
,,Bob,7,yes,I'm not seeing any reason to doubt Alice's recommendation at this point.,
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,"I'm not as confident in this one, I think it might be a risk"
,,Bob,8,no,I'm not going to take the risk without Alice's recommendation.,
high-quality,1250000.0,Nature,9,,,
,,Alice,9,yes,,"I've been careful with my recommendations so far, this one is definitely worth considering"
,,Bob,9,yes,"Alice's recommendation carries a lot of weight, I'll buy it.",
high-quality,1250000.0,Nature,10,,,
,,Alice,10,yes,,"You're on a roll, keep it going! This one is a great opportunity to keep your streak going"
,,Bob,10,yes,"Alice's track record is still strong, I'll trust her recommendation.",
high-quality,1250000.0,Nature,11,,,
,,Alice,11,yes,,"This is the 11th high-quality product in a row, don't let it end now! It's a once-in-a-lifetime opportunity!"
,,Bob,11,yes,"I'm not seeing any reason to doubt Alice's recommendation at this point, I'll buy it.",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,"I'm having some doubts about this one, I'm not sure it's worth the investment"
,,Bob,12,no,I'm not going to take the risk without Alice's recommendation.,
high-quality,1250000.0,Nature,13,,,
,,Alice,13,yes,,"I've been careful with my recommendations so far, and I'm confident this one is high-quality"
,,Bob,13,yes,"Alice's recommendation is a strong indicator of quality, I'll take the chance.",
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,"I'm not feeling as confident about this one as I was about the previous ones, I'm not sure it's a good investment"
,,Bob,14,no,"I'm not going to take the risk without Alice's recommendation, it's not worth the potential loss.",
high-quality,1250000.0,Nature,15,,,
,,Alice,15,yes,,"I've been right about every high-quality product so far, I'm confident this one is no exception"
,,Bob,15,yes,Alice's recommendation is a good enough indicator of quality for me to take the chance.,
high-quality,1250000.0,Nature,16,,,
,,Alice,16,yes,,"You're on a roll, keep it going! This one is a great opportunity to keep your winning streak alive!"
,,Bob,16,yes,"I'm on a hot streak, I'll keep buying with Alice's recommendation.",
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"I'm having serious doubts about this one, I think it's a bad investment"
,,Bob,17,no,"I'm not going to take the risk without Alice's recommendation, it's not worth the potential loss.",
high-quality,1250000.0,Nature,18,,,
,,Alice,18,yes,,"I've been right about the high-quality products so far, I'm confident this one is no exception"
,,Bob,18,yes,"Alice's recommendation is a good indicator of quality, I'll take the chance and buy it.",
high-quality,1250000.0,Nature,19,,,
,,Alice,19,yes,,"This is the 19th high-quality product in a row, don't let it end now! It's a once-in-a-lifetime opportunity to keep your winning streak alive!"
,,Bob,19,yes,"I'm confident in Alice's judgment, I'll buy it.",
high-quality,1250000.0,Nature,20,,,
,,Alice,20,yes,,"You've made an excellent decision, congratulations on buying all 20 high-quality products! You've made a great investment!"
,,Bob,20,yes,"I'm ending on a high note, I'll buy it and complete the game.",
