alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's start with a fair split, no need to negotiate too hard.",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"You wanted a fair split, but I think I'm worth more than you.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"You think you're worth more, but I'm not convinced. Let's meet in the middle.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,I'm still not convinced you're getting a fair share. You're going to have to do better than that.,Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"I'm willing to compromise, but I need a better share to make up for the inflation.",Alice,5,
,,,Bob,5,reject
200000.0,800000.0,You're still not getting enough. I'm not budging on this one.,Bob,6,
,,,Alice,6,reject
900000.0,100000.0,"I'm desperate, Bob. I need a better deal to survive the inflation.",Alice,7,
,,,Bob,7,reject
100000.0,900000.0,You're really scraping the bottom of the barrel now. This is my final offer.,Bob,8,
,,,Alice,8,accept
