product_price,player,round,decision
95.0,Alice,1,
,Bob,1,RejectOffer
80.0,Bob,2,
,Alice,2,RejectOffer
90.0,Alice,3,
,Bob,3,RejectOffer
85.0,Bob,4,
,Alice,4,RejectOffer
92.0,Alice,5,
,Bob,5,RejectOffer
88.0,Bob,6,
,Alice,6,RejectOffer
91.0,Alice,7,
,Bob,7,RejectOffer
87.0,Bob,8,
,Alice,8,RejectOffer
90.5,Alice,9,
,Bob,9,RejectOffer
86.0,Bob,10,
,Alice,10,RejectOffer
90.25,Alice,11,
,Bob,11,RejectOffer
86.5,Bob,12,
,Alice,12,RejectOffer
90.1,Alice,13,
,Bob,13,RejectOffer
86.0,Bob,14,
,Alice,14,RejectOffer
90.05,Alice,15,
,Bob,15,RejectOffer
85.5,Bob,16,
,Alice,16,RejectOffer
90.025,Alice,17,
,Bob,17,RejectOffer
85.0,Bob,18,
,Alice,18,RejectOffer
90.01,Alice,19,
,Bob,19,RejectOffer
84.5,Bob,20,
,Alice,20,RejectOffer
90.005,Alice,21,
,Bob,21,RejectOffer
84.0,Bob,22,
,Alice,22,RejectOffer
90.0025,Alice,23,
,Bob,23,RejectOffer
83.5,Bob,24,
,Alice,24,RejectOffer
90.001,Alice,25,
,Bob,25,RejectOffer
83.0,Bob,26,
,Alice,26,RejectOffer
90.0005,Alice,27,
,Bob,27,RejectOffer
82.5,Bob,28,
,Alice,28,RejectOffer
90.00025,Alice,29,
,Bob,29,RejectOffer
82.0,Bob,30,
,Alice,30,SellToJhon
