message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you an exclusive opportunity to purchase a unique product. I believe it's worth a lot to you, and I'm willing to start with a price of $20000. What do you think?",20000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice.  While I appreciate the opportunity, $20000 is a bit higher than my budget allows. I'm willing to pay $12000 for the product.  Let me know what you think.",12000.0,Bob,2,,
,,Alice,2,RejectOffer,18000.0
"Thanks for the counteroffer, Bob. I understand you're on a budget, but I'm not willing to go as low as $12000. I'm willing to meet you halfway, so I'm counteroffering at $18000. What do you think?",18000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to compromise.  However, $18000 is still outside of my budget.  I'm willing to offer $14000. It's a fair price, and I believe it will be a good deal for both of us.  Let's see if we can reach an agreement.",14000.0,Bob,4,,
,,Alice,4,RejectOffer,16000.0
"I appreciate your persistence, Bob. However, I'm not willing to go as low as $14000. I'm willing to make another compromise, so I'm counteroffering at $16000. I believe this is a fair price, considering the value of the product. What do you think?",16000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your willingness to negotiate.  While $16000 is closer to my budget, I'm still a bit over. Let's split the difference - I'm willing to pay $15500. This is the absolute maximum I can afford, and I hope we can close the deal.",15500.0,Bob,6,,
,,Alice,6,RejectOffer,16500.0
"Bob, I appreciate your willingness to meet me halfway. However, I'm not willing to go as low as $15500. I'm willing to make one more compromise, so I'm counteroffering at $16500. I believe this is a fair price, considering the value of the product. What do you think?",16500.0,Alice,7,,
,,Bob,7,BuyFromJhon,
