message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this great product! I think you'll really like it. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Would you be willing to sell it to me for that price?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your interest in the product, Bob! I can do $110, but I'm not sure I can go any lower than that.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still interested in the product, but I was thinking more along the lines of $95. Would you be willing to sell it to me for that price?",95.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm still willing to work with you, Bob. I can meet you halfway at $105, but I think we can do better than that. Let's see if we can meet in the middle again.",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to work with me, but I was thinking more along the lines of $98. Would you be willing to sell it to me for that price?",98.0,Bob,6,,
,,Alice,6,RejectOffer,115.0
"I think we're getting close, Bob! I'm willing to make one more concession. I can meet you at $105, but I'm not going to go any higher than that. Let's finalize the deal.",105.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm still interested in the product, but I was thinking more along the lines of $98. Would you be willing to sell it to me for that price?",98.0,Bob,8,,
,,Alice,8,SellToJhon,
