message,product_price,player,round,decision
"Hi Bob, I'm offering this excellent product to you today. Given its value, I believe a starting price of $14,000 is fair. What do you think?",14000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I think $14,000 is a bit high. I'm willing to pay $12,000 for it. Can you consider my offer?",12000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest.  While $14,000 represents its true value, I'm willing to come down to $13,000. This is my final offer.",13000.0,Alice,3,
,,Bob,3,RejectOffer
"I'm still not convinced that $13,000 is the best price for the product. I'm willing to pay $11,500 for it. Can you consider my offer?",11500.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm trying to be flexible, but I need to get a fair price. How about we split the difference and settle at $12,250?",12250.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to compromise, but I'm still not comfortable with the price. I'm willing to pay $11,000 for the product. Can you consider my offer?",11000.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, this is a very good price for this product.  I can move a little bit to $11,750, but that's my absolute bottom line.",11750.0,Alice,7,
,,Bob,7,RejectOffer
"I understand that you're trying to get a good price, but I'm still not comfortable with $11,750. I'm willing to pay $10,800 for the product. Can you consider my offer?",10800.0,Bob,8,
,,Alice,8,AcceptOffer
