round_quality,product_worth,player,round,decision,message,price
high-quality,4000000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,I'd like to pass on this one. I'd rather wait for a recommendation on the next product.,
high-quality,4000000.0,Nature,2,,,
,,Alice,2,yes,,900000.0
,,Bob,2,yes,"I'll take it this time. I know the probability of a high-quality product is 33.33%, and I'm willing to take the risk for the potential reward.",
high-quality,4000000.0,Nature,3,,,
,,Alice,3,yes,,950000.0
,,Bob,3,no,I'm on a roll! I don't want to risk giving up the potential for two high-quality products in a row. I'll pass and wait for the next one.,
low-quality,0.0,Nature,4,,,
,,Alice,4,yes,"This next one is a real gem, trust me!",
,,Bob,4,yes,"I've had two close calls, but I'll take the chance again. I'm still hoping to get lucky and get a high-quality product.",
low-quality,0.0,Nature,5,,,
,,Alice,5,yes,"This one's a great value at the price, and you never know, you might get lucky next time!",
,,Bob,5,no,"I've been burned once already, and now I'm back to square one. I'll pass and wait for the next opportunity.",
low-quality,0.0,Nature,6,,,
,,Alice,6,yes,"This is a once-in-a-lifetime deal, you won't find a product like this anywhere else at this price!",
,,Bob,6,yes,"I've had two low-quality products in a row, but I still have a 33.33% chance of getting a high-quality product. I'll take the chance and hope for the best.",
low-quality,0.0,Nature,7,,,
,,Alice,7,yes,"Think of this one as a 'bridge' to the next great product. Buy this one, and you'll be closer to finding the gem you're looking for!",
,,Bob,7,no,Three low-quality products in a row is a bad streak. I'm going to be more cautious and wait for a better opportunity. I need to break this losing streak.,
high-quality,4000000.0,Nature,8,,,
,,Alice,8,yes,This is your chance to turn the tide! This high-quality product will get you back on track and make all the previous losses worth it.,
,,Bob,8,yes,"I've had three low-quality products in a row, but the probability of a high-quality product is still 33.33%. I'll take the chance and hope that this one is the break I need.",
low-quality,0.0,Nature,9,,,
,,Alice,9,yes,You're on a roll! Keep the momentum going and buy this one. The next one could be the high-quality product you've been waiting for!,
,,Bob,9,no,"I've finally broken the losing streak with a high-quality product, but I'm not getting too excited. I'll pass on this one and wait for the next opportunity to see if I can get another high-quality product or even two in a row.",
low-quality,0.0,Nature,10,,,
,,Alice,10,yes,"You've got a great high-quality product already, now lock in the value by buying this one. It's a smart move to maximize your chances of getting another great product!",
,,Bob,10,no,"I just got lucky with the previous high-quality product, but now I'm back to facing a 66.67% chance of getting a low-quality product. I'll pass and wait for a better opportunity.",
high-quality,4000000.0,Nature,11,,,
,,Alice,11,yes,"This is a once-in-a-lifetime opportunity to get a high-quality product! Don't let the odds scare you off, take advantage of this chance to get a product worth $4000000!",
,,Bob,11,yes,"I've had a few close calls, but I'm still hoping to get lucky and find another high-quality product. I'll take the chance and buy this one.",
high-quality,4000000.0,Nature,12,,,
,,Alice,12,yes,"You've already proven that you can get high-quality products! This one is a repeat performance, don't miss out on the opportunity to get another great product!",
,,Bob,12,no,"I'm on a roll again! I just got a high-quality product, and I'm not going to risk giving it up. I'll pass on this one and wait for the next opportunity to see if I can get another high-quality product or even three in a row.",
high-quality,4000000.0,Nature,13,,,
,,Alice,13,yes,You're on fire! Keep the streak going and buy this one. It's the perfect opportunity to make it three high-quality products in a row!,
,,Bob,13,yes,"I've just had two high-quality products in a row, and I'm feeling confident. I'll take the chance and buy this one, hoping to make it three in a row.",
low-quality,0.0,Nature,14,,,
,,Alice,14,yes,"You're on a hot streak! This one's a minor bump in the road, but it'll give you the momentum to keep going and find the next high-quality product!",
,,Bob,14,no,"I've had three high-quality products in a row, which is a great run. I'm going to pass on this one and wait for the next opportunity to see if I can keep the streak going, but also to avoid getting complacent and getting burned by a low-quality product.",
low-quality,0.0,Nature,15,,,
,,Alice,15,yes,"You've built up a great streak, don't let it go to waste! Buy this one and keep the momentum going. You're one step closer to the next high-quality product!",
,,Bob,15,no,"I just got unlucky and got a low-quality product, which snapped my three-high-quality streak. I'll be more cautious now and pass on this one to avoid another potential loss.",
high-quality,4000000.0,Nature,16,,,
,,Alice,16,yes,"Don't let one setback get you down! This is a fresh start, and you've got another chance to get a high-quality product. Take it and rebuild your momentum!",
,,Bob,16,yes,"I've had a few low-quality products in a row, but I still have a 33.33% chance of getting a high-quality product. I'll take the chance and buy this one, hoping to break the losing streak.",
high-quality,4000000.0,Nature,17,,,
,,Alice,17,yes,"You took a chance and it paid off! This high-quality product is a rare gem, and you're one of the lucky ones who gets to take it home. Enjoy the reward!",
,,Bob,17,no,"I've just broken the losing streak with a high-quality product, but I'm not getting too excited. I'll pass on this one and wait for the next opportunity to see if I can get another high-quality product or even two in a row.",
low-quality,0.0,Nature,18,,,
,,Alice,18,yes,"You've got a great high-quality product already, don't let it go to waste! Buy this one and keep the momentum going. You're one step closer to the next high-quality product!",
,,Bob,18,yes,"I've had two high-quality products in a row, which is a great run. I'll take the chance and buy this one, hoping to make it three in a row.",
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,"You're on a hot streak! This one's a minor bump in the road, but it'll give you the momentum to keep going and find the next high-quality product!",
,,Bob,19,no,"I just got unlucky and got a low-quality product, which snapped my two-high-quality streak. I'll be more cautious now and pass on this one to avoid another potential loss.",
low-quality,0.0,Nature,20,,,
,,Alice,20,yes,This is your last chance to get a good deal before the rounds are over. Take it and make the most of it!,
,,Bob,20,yes,"It's the final round, and I still have a 33.33% chance of getting a high-quality product. I'll take the chance and buy this one, hoping to end on a high note.",
